S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4142,28/03/2020,Kerala,176,165,11,0
4143,29/03/2020,Kerala,182,166,15,1
4144,30/03/2020,Kerala,194,174,19,1
4145,31/03/2020,Kerala,234,214,19,1
4146,1/4/2020,Kerala,241,216,23,2
4147,2/4/2020,Kerala,265,238,25,2
4148,3/4/2020,Kerala,286,257,27,2
4149,4/4/2020,Kerala,295,252,41,2
4150,5/4/2020,Kerala,306,255,49,2
4151,6/4/2020,Kerala,314,257,55,2
4152,7/4/2020,Kerala,327,267,58,2
4153,8/4/2020,Kerala,336,264,70,2
4154,9/4/2020,Kerala,345,260,83,2
4155,10/4/2020,Kerala,357,259,96,2
4156,11/4/2020,Kerala,364,239,123,2
4157,12/4/2020,Kerala,364,239,123,2
4158,13/04/2020,Kerala,376,195,179,2
4159,14/04/2020,Kerala,379,178,198,3
4160,15/04/2020,Kerala,387,173,211,3
4161,16/04/2020,Kerala,388,167,218,3
4162,17/04/2020,Kerala,395,147,245,3
4163,18/04/2020,Kerala,396,138,255,3
4164,19/04/2020,Kerala,400,140,257,3
4165,20/04/2020,Kerala,402,129,270,3
4166,21/04/2020,Kerala,408,114,291,3
4167,22/04/2020,Kerala,427,117,307,3
4168,23/04/2020,Kerala,438,112,323,3
4169,24/04/2020,Kerala,447,120,324,3
4170,25/04/2020,Kerala,450,116,331,3
4171,26/04/2020,Kerala,457,115,338,4
4172,27/04/2020,Kerala,458,116,338,4
4173,28/04/2020,Kerala,481,122,355,4
4174,29/04/2020,Kerala,485,122,359,4
4175,30/04/2020,Kerala,495,122,369,4
4176,1/5/2020,Kerala,497,110,383,4
4177,2/5/2020,Kerala,497,101,392,4
4178,3/5/2020,Kerala,499,95,400,4
4179,4/5/2020,Kerala,500,95,401,4
4180,5/5/2020,Kerala,500,34,462,4
4181,6/5/2020,Kerala,502,36,462,4
4182,7/5/2020,Kerala,503,30,469,4
4183,8/5/2020,Kerala,503,25,474,4
4184,9/5/2020,Kerala,503,15,484,4
4185,10/5/2020,Kerala,505,16,485,4
4186,11/5/2020,Kerala,512,19,489,4
4187,12/5/2020,Kerala,519,26,489,4
4188,13/05/2020,Kerala,524,31,489,4
4189,14/05/2020,Kerala,534,40,490,4
4190,15/05/2020,Kerala,560,65,491,4
4191,16/05/2020,Kerala,576,80,492,4
4192,17/05/2020,Kerala,587,88,495,4
4193,18/05/2020,Kerala,601,100,497,4
4194,19/05/2020,Kerala,630,129,497,4
4195,20/05/2020,Kerala,642,141,497,4
4196,21/05/2020,Kerala,666,160,502,4
4197,22/05/2020,Kerala,690,176,510,4
4198,23/05/2020,Kerala,732,216,512,4
4199,24/05/2020,Kerala,795,276,515,4
4200,25/05/2020,Kerala,847,322,521,4
4201,26/05/2020,Kerala,896,359,532,5
4202,27/05/2020,Kerala,963,415,542,6
4203,28/05/2020,Kerala,1004,445,552,7
4204,29/05/2020,Kerala,1088,526,555,7
4205,30/05/2020,Kerala,1150,577,565,8
4206,31/05/2020,Kerala,1208,624,575,9
4207,1/6/2020,Kerala,1269,670,590,9
4208,2/6/2020,Kerala,1326,708,608,10
4209,3/6/2020,Kerala,1412,774,627,11
4210,4/6/2020,Kerala,1494,832,651,11
4211,5/6/2020,Kerala,1588,884,690,14
4212,6/6/2020,Kerala,1699,973,712,14
4213,7/6/2020,Kerala,1807,1030,762,15
4214,8/6/2020,Kerala,1914,1096,803,15
4215,9/6/2020,Kerala,2005,1175,814,16
4216,10/6/2020,Kerala,2096,1232,848,16
4217,11/6/2020,Kerala,2161,1238,905,18
4218,12/6/2020,Kerala,2244,1258,968,18
4219,13/06/2020,Kerala,2322,1303,1000,19
4220,14/06/2020,Kerala,2407,1342,1046,19
4221,15/06/2020,Kerala,2461,1340,1102,19
4222,16/06/2020,Kerala,2543,1348,1175,20
4223,17/06/2020,Kerala,2622,1366,1236,20
4224,18/06/2020,Kerala,2697,1351,1326,20
4225,19/06/2020,Kerala,2794,1358,1415,21
4226,20/06/2020,Kerala,2912,1380,1511,21
4227,21/06/2020,Kerala,3039,1450,1568,21
4228,22/06/2020,Kerala,3172,1490,1661,21
4229,23/06/2020,Kerala,3310,1540,1749,21
4230,24/06/2020,Kerala,3451,1620,1809,22
4231,25/06/2020,Kerala,3603,1693,1888,22
4232,26/06/2020,Kerala,3726,1761,1943,22
4233,27/06/2020,Kerala,3876,1846,2008,22
4234,28/06/2020,Kerala,4071,1939,2110,22
4235,29/06/2020,Kerala,4189,2015,2152,22
4236,30/06/2020,Kerala,4189,2015,2152,22
4237,1/7/2020,Kerala,4442,2112,2306,24
4238,2/7/2020,Kerala,4593,2130,2439,24
4239,3/7/2020,Kerala,4753,2088,2640,25
4240,4/7/2020,Kerala,4964,2098,2841,25
4241,5/7/2020,Kerala,5204,2131,3048,25
4242,6/7/2020,Kerala,5429,2230,3174,25
4243,7/7/2020,Kerala,5622,2254,3341,27
4244,8/7/2020,Kerala,5894,2415,3452,27
4245,9/7/2020,Kerala,6195,2609,3559,27
4246,10/7/2020,Kerala,6534,2799,3708,27
4247,11/7/2020,Kerala,6950,3103,3820,27
4248,12/7/2020,Kerala,7438,3446,3963,29
4249,13/07/2020,Kerala,7873,3747,4095,31
4250,14/07/2020,Kerala,8322,4032,4257,33
4251,15/07/2020,Kerala,8930,4458,4438,34
4252,16/07/2020,Kerala,9553,4884,4634,35
4253,17/07/2020,Kerala,10275,5376,4862,37
4254,18/07/2020,Kerala,11066,6033,4995,38
4255,19/07/2020,Kerala,11659,6420,5199,40
4256,20/07/2020,Kerala,12480,7067,5371,42
4257,21/07/2020,Kerala,13274,7615,5616,43
4258,22/07/2020,Kerala,13994,8060,5890,44
4259,23/07/2020,Kerala,15032,8825,6162,45
4260,24/07/2020,Kerala,16110,9466,6594,50
4261,25/07/2020,Kerala,16995,9379,7562,54
4262,26/07/2020,Kerala,18098,9428,8611,59
4263,27/07/2020,Kerala,19025,9664,9300,61
4264,28/07/2020,Kerala,19727,9619,10045,63
4265,29/07/2020,Kerala,20894,10103,10724,67
4266,30/07/2020,Kerala,21797,10364,11365,68
4267,31/07/2020,Kerala,22303,10074,12159,70
4268,1/8/2020,Kerala,23613,10517,13023,73
4269,2/8/2020,Kerala,24742,10886,13775,81
4270,3/8/2020,Kerala,25911,11366,14463,82
4271,4/8/2020,Kerala,26873,11511,15278,84
4272,5/8/2020,Kerala,27956,11570,16299,87
4273,6/8/2020,Kerala,29151,11524,17533,94
4274,7/8/2020,Kerala,30449,12019,18333,97
4275,8/8/2020,Kerala,31700,12451,19147,102
4276,9/8/2020,Kerala,33120,12152,20862,106
4277,10/8/2020,Kerala,34331,12391,21832,108
4278,11/8/2020,Kerala,35515,12784,22616,115
4279,12/8/2020,Kerala,36932,12770,24042,120
4280,13/08/2020,Kerala,38144,13096,24922,126
4281,14/08/2020,Kerala,39708,13891,25688,129
4282,15/08/2020,Kerala,41277,14146,26992,139
4283,16/08/2020,Kerala,42885,14944,27795,146
4284,17/08/2020,Kerala,44415,15365,28894,156
4285,18/08/2020,Kerala,46140,15946,30025,169
4286,19/08/2020,Kerala,47898,16333,31390,175
4287,20/08/2020,Kerala,50231,17442,32607,182
4288,21/08/2020,Kerala,52199,18184,33824,191
4289,22/08/2020,Kerala,54182,18736,35243,203
4290,23/08/2020,Kerala,56354,19601,36535,218
4291,24/08/2020,Kerala,58262,20394,37645,223
4292,25/08/2020,Kerala,59504,20387,38883,234
4293,26/08/2020,Kerala,61879,21296,40339,244
4294,27/08/2020,Kerala,64355,22408,41690,257
4295,28/08/2020,Kerala,66761,22737,43757,267
4296,29/08/2020,Kerala,69304,23176,45854,274
4297,30/08/2020,Kerala,71701,23342,48079,280
4298,31/08/2020,Kerala,73855,23719,49849,287
4299,1/9/2020,Kerala,75385,23553,51538,294
4300,2/9/2020,Kerala,76525,22578,53649,298
4301,3/9/2020,Kerala,78072,21989,55778,305
4302,4/9/2020,Kerala,79625,21582,57728,315
4303,5/9/2020,Kerala,82104,21334,60444,326
4304,6/9/2020,Kerala,84759,21867,62555,337
4305,7/9/2020,Kerala,87841,22743,64751,347
4306,8/9/2020,Kerala,89489,22133,66997,359
4307,9/9/2020,Kerala,92515,23280,68863,372
4308,10/9/2020,Kerala,95917,24616,70917,384
4309,11/9/2020,Kerala,99266,26292,72578,396
4310,12/9/2020,Kerala,102254,27944,73900,410
4311,13/09/2020,Kerala,105139,28870,75844,425
4312,14/09/2020,Kerala,108278,30140,77699,439
4313,15/09/2020,Kerala,110818,30555,79809,454
4314,16/09/2020,Kerala,114033,31226,82341,466
4315,17/09/2020,Kerala,117863,32775,84608,480
4316,18/09/2020,Kerala,122214,34380,87345,489
4317,19/09/2020,Kerala,126381,35795,90085,501
4318,20/09/2020,Kerala,131005,37535,92951,519
4319,21/09/2020,Kerala,135721,39484,95702,535
4320,22/09/2020,Kerala,138631,39354,98724,553
4321,23/09/2020,Kerala,142756,40453,101731,572
4322,24/09/2020,Kerala,148132,42858,104682,592
4323,25/09/2020,Kerala,154456,45993,107850,613
4324,26/09/2020,Kerala,160933,48967,111331,635
4325,27/09/2020,Kerala,167939,52753,114530,656
4326,28/09/2020,Kerala,175384,56786,117921,677
4327,29/09/2020,Kerala,179922,57957,121268,697
4328,30/09/2020,Kerala,187276,61869,124688,719
4329,1/10/2020,Kerala,196106,67140,128224,742
4330,2/10/2020,Kerala,204241,72418,131052,771
4331,3/10/2020,Kerala,213499,77564,135144,791
4332,4/10/2020,Kerala,221333,80900,139620,813
4333,5/10/2020,Kerala,229886,84579,144471,836
4334,6/10/2020,Kerala,234928,84958,149111,859
4335,7/10/2020,Kerala,242799,87823,154092,884
4336,8/10/2020,Kerala,253405,92246,160253,906
4337,9/10/2020,Kerala,258850,90664,167256,930
4338,10/10/2020,Kerala,268100,91841,175304,955
4339,11/10/2020,Kerala,279855,96003,182874,978
4340,12/10/2020,Kerala,289202,96401,191798,1003
4341,13/10/2020,Kerala,295132,94473,199634,1025
4342,14/10/2020,Kerala,303896,95493,207357,1046
4343,15/10/2020,Kerala,310140,93925,215149,1066
4344,16/10/2020,Kerala,317929,94609,222231,1089
4345,17/10/2020,Kerala,325212,95101,228998,1113
4346,18/10/2020,Kerala,334228,96100,236989,1139
4347,19/10/2020,Kerala,341859,95299,245399,1161
4348,20/10/2020,Kerala,346881,92831,252868,1182
4349,21/10/2020,Kerala,353472,92023,260243,1206
4350,22/10/2020,Kerala,361841,93527,267082,1232
4351,23/10/2020,Kerala,369323,93393,274675,1255
4352,24/10/2020,Kerala,377834,95760,280793,1281
4353,25/10/2020,Kerala,386087,97520,287261,1306
4354,26/10/2020,Kerala,392930,96688,294910,1332
4355,27/10/2020,Kerala,397217,93848,302017,1352
4356,28/10/2020,Kerala,402674,92266,309032,1376
4357,29/10/2020,Kerala,411464,93369,316692,1403
4358,30/10/2020,Kerala,418484,91889,325166,1429
4359,31/10/2020,Kerala,425122,90671,332994,1457
4360,1/11/2020,Kerala,433105,91297,340324,1484
4361,2/11/2020,Kerala,440130,89783,348835,1512
4362,3/11/2020,Kerala,444268,86792,355943,1533
4363,4/11/2020,Kerala,451130,84826,364745,1559
4364,5/11/2020,Kerala,459646,85108,372951,1587
4365,6/11/2020,Kerala,466466,84203,380650,1613
4366,7/11/2020,Kerala,473468,83324,388504,1640
4367,8/11/2020,Kerala,480669,83377,395624,1668
4368,9/11/2020,Kerala,486109,81940,402477,1692
4369,10/11/2020,Kerala,489702,79528,408460,1714
4370,11/11/2020,Kerala,495712,78812,415158,1742
4371,12/11/2020,Kerala,502719,78538,422410,1771
4372,13/11/2020,Kerala,508256,77931,428529,1796
4373,14/11/2020,Kerala,514060,77508,434730,1822
4374,15/11/2020,Kerala,520417,77046,441523,1848
4375,16/11/2020,Kerala,524998,74922,448207,1869
4376,17/11/2020,Kerala,527708,71046,454774,1888
4377,18/11/2020,Kerala,533500,70191,461394,1915
4378,19/11/2020,Kerala,539919,69516,468460,1943
4379,20/11/2020,Kerala,545641,68352,475320,1969
4380,12/3/2020,Ladakh,3,3,0,0
4381,13/03/2020,Ladakh,3,3,0,0
4382,14/03/2020,Ladakh,3,3,0,0
4383,15/03/2020,Ladakh,3,3,0,0
4384,16/03/2020,Ladakh,4,4,0,0
4385,17/03/2020,Ladakh,6,6,0,0
4386,18/03/2020,Ladakh,8,8,0,0
4387,19/03/2020,Ladakh,8,8,0,0
4388,20/03/2020,Ladakh,10,10,0,0
4389,21/03/2020,Ladakh,13,13,0,0
4390,22/03/2020,Ladakh,13,13,0,0
4391,23/03/2020,Ladakh,13,13,0,0
4392,24/03/2020,Ladakh,13,13,0,0
4393,25/03/2020,Ladakh,13,13,0,0
4394,26/03/2020,Ladakh,13,13,0,0
4395,27/03/2020,Ladakh,13,10,3,0
4396,28/03/2020,Ladakh,13,10,3,0
4397,29/03/2020,Ladakh,13,10,3,0
4398,30/03/2020,Ladakh,13,10,3,0
4399,31/03/2020,Ladakh,13,10,3,0
4400,1/4/2020,Ladakh,13,10,3,0
4401,2/4/2020,Ladakh,13,10,3,0
4402,3/4/2020,Ladakh,14,11,3,0
4403,4/4/2020,Ladakh,14,11,3,0
4404,5/4/2020,Ladakh,14,4,10,0
4405,6/4/2020,Ladakh,14,4,10,0
4406,7/4/2020,Ladakh,14,4,10,0
4407,8/4/2020,Ladakh,14,4,10,0
4408,9/4/2020,Ladakh,14,4,10,0
4409,10/4/2020,Ladakh,15,5,10,0
4410,11/4/2020,Ladakh,15,5,10,0
4411,12/4/2020,Ladakh,15,5,10,0
4412,13/04/2020,Ladakh,15,5,10,0
4413,14/04/2020,Ladakh,15,5,10,0
4414,15/04/2020,Ladakh,17,7,10,0
4415,16/04/2020,Ladakh,17,7,10,0
4416,17/04/2020,Ladakh,18,4,14,0
4417,18/04/2020,Ladakh,18,4,14,0
4418,19/04/2020,Ladakh,18,4,14,0
4419,20/04/2020,Ladakh,18,4,14,0
4420,21/04/2020,Ladakh,18,4,14,0
4421,22/04/2020,Ladakh,18,4,14,0
4422,23/04/2020,Ladakh,18,4,14,0
4423,24/04/2020,Ladakh,18,4,14,0
4424,25/04/2020,Ladakh,20,6,14,0
4425,26/04/2020,Ladakh,20,6,14,0
4426,27/04/2020,Ladakh,20,6,14,0
4427,28/04/2020,Ladakh,20,6,14,0
4428,29/04/2020,Ladakh,22,6,16,0
4429,30/04/2020,Ladakh,22,6,16,0
4430,1/5/2020,Ladakh,22,6,16,0
4431,2/5/2020,Ladakh,22,5,17,0
4432,3/5/2020,Ladakh,22,5,17,0
4433,4/5/2020,Ladakh,41,24,17,0
4434,5/5/2020,Ladakh,41,24,17,0
4435,6/5/2020,Ladakh,41,24,17,0
4436,7/5/2020,Ladakh,41,24,17,0
4437,8/5/2020,Ladakh,42,25,17,0
4438,9/5/2020,Ladakh,42,25,17,0
4439,10/5/2020,Ladakh,42,25,17,0
4440,11/5/2020,Ladakh,42,21,21,0
4441,12/5/2020,Ladakh,42,21,21,0
4442,13/05/2020,Ladakh,42,21,21,0
4443,14/05/2020,Ladakh,43,21,22,0
4444,15/05/2020,Ladakh,43,21,22,0
4445,16/05/2020,Ladakh,43,21,22,0
4446,17/05/2020,Ladakh,43,21,22,0
4447,18/05/2020,Ladakh,43,19,24,0
4448,19/05/2020,Ladakh,43,2,41,0
4449,20/05/2020,Ladakh,43,0,43,0
4450,21/05/2020,Ladakh,44,1,43,0
4451,22/05/2020,Ladakh,44,1,43,0
4452,23/05/2020,Ladakh,44,1,43,0
4453,24/05/2020,Ladakh,49,6,43,0
4454,25/05/2020,Ladakh,52,9,43,0
4455,26/05/2020,Ladakh,52,9,43,0
4456,27/05/2020,Ladakh,53,10,43,0
4457,28/05/2020,Ladakh,53,10,43,0
4458,29/05/2020,Ladakh,73,30,43,0
4459,30/05/2020,Ladakh,74,31,43,0
4460,31/05/2020,Ladakh,74,31,43,0
4461,1/6/2020,Ladakh,74,31,43,0
4462,2/6/2020,Ladakh,77,34,43,0
4463,3/6/2020,Ladakh,81,33,47,1
4464,4/6/2020,Ladakh,90,41,48,1
4465,5/6/2020,Ladakh,90,41,48,1
4466,6/6/2020,Ladakh,97,48,48,1
4467,7/6/2020,Ladakh,99,50,48,1
4468,8/6/2020,Ladakh,103,52,50,1
4469,9/6/2020,Ladakh,103,50,52,1
4470,10/6/2020,Ladakh,108,55,52,1
4471,11/6/2020,Ladakh,115,62,52,1
4472,12/6/2020,Ladakh,135,80,54,1
4473,13/06/2020,Ladakh,239,176,62,1
4474,14/06/2020,Ladakh,437,368,68,1
4475,15/06/2020,Ladakh,549,468,80,1
4476,16/06/2020,Ladakh,555,472,82,1
4477,17/06/2020,Ladakh,649,563,85,1
4478,18/06/2020,Ladakh,687,594,92,1
4479,19/06/2020,Ladakh,687,591,95,1
4480,20/06/2020,Ladakh,744,648,95,1
4481,21/06/2020,Ladakh,836,718,117,1
4482,22/06/2020,Ladakh,837,702,134,1
4483,23/06/2020,Ladakh,847,710,136,1
4484,24/06/2020,Ladakh,932,783,148,1
4485,25/06/2020,Ladakh,941,666,274,1
4486,26/06/2020,Ladakh,941,582,358,1
4487,27/06/2020,Ladakh,946,587,358,1
4488,28/06/2020,Ladakh,960,405,554,1
4489,29/06/2020,Ladakh,963,376,586,1
4490,30/06/2020,Ladakh,964,347,616,1
4491,1/7/2020,Ladakh,973,324,648,1
4492,2/7/2020,Ladakh,990,295,694,1
4493,3/7/2020,Ladakh,990,259,730,1
4494,4/7/2020,Ladakh,1001,223,777,1
4495,5/7/2020,Ladakh,1005,178,826,1
4496,6/7/2020,Ladakh,1005,178,826,1
4497,7/7/2020,Ladakh,1005,168,836,1
4498,8/7/2020,Ladakh,1041,204,836,1
4499,9/7/2020,Ladakh,1041,204,836,1
4500,10/7/2020,Ladakh,1055,139,915,1
4501,11/7/2020,Ladakh,1064,146,917,1
4502,12/7/2020,Ladakh,1077,148,928,1
4503,13/07/2020,Ladakh,1086,157,928,1
4504,14/07/2020,Ladakh,1093,146,946,1
4505,15/07/2020,Ladakh,1093,146,946,1
4506,16/07/2020,Ladakh,1142,177,964,1
4507,17/07/2020,Ladakh,1147,176,970,1
4508,18/07/2020,Ladakh,1151,177,973,1
4509,19/07/2020,Ladakh,1159,173,985,1
4510,20/07/2020,Ladakh,1178,173,1003,2
4511,21/07/2020,Ladakh,1195,186,1007,2
4512,22/07/2020,Ladakh,1198,186,1010,2
4513,23/07/2020,Ladakh,1206,186,1018,2
4514,24/07/2020,Ladakh,1210,183,1025,2
4515,25/07/2020,Ladakh,1246,209,1035,2
4516,26/07/2020,Ladakh,1276,216,1057,3
4517,27/07/2020,Ladakh,1285,218,1063,4
4518,28/07/2020,Ladakh,1306,236,1066,4
4519,29/07/2020,Ladakh,1327,254,1067,6
4520,30/07/2020,Ladakh,1347,261,1080,6
4521,31/07/2020,Ladakh,1378,277,1094,7
4522,1/8/2020,Ladakh,1404,302,1095,7
4523,2/8/2020,Ladakh,1462,347,1108,7
4524,3/8/2020,Ladakh,1466,351,1108,7
4525,4/8/2020,Ladakh,1485,369,1109,7
4526,5/8/2020,Ladakh,1534,400,1127,7
4527,6/8/2020,Ladakh,1592,421,1164,7
4528,7/8/2020,Ladakh,1595,411,1177,7
4529,8/8/2020,Ladakh,1614,411,1194,9
4530,9/8/2020,Ladakh,1639,416,1214,9
4531,10/8/2020,Ladakh,1688,457,1222,9
4532,11/8/2020,Ladakh,1717,471,1237,9
4533,12/8/2020,Ladakh,1770,506,1255,9
4534,13/08/2020,Ladakh,1811,528,1274,9
4535,14/08/2020,Ladakh,1849,558,1282,9
4536,15/08/2020,Ladakh,1879,567,1303,9
4537,16/08/2020,Ladakh,1909,592,1307,10
4538,17/08/2020,Ladakh,1948,578,1356,14
4539,18/08/2020,Ladakh,1966,584,1368,14
4540,19/08/2020,Ladakh,2010,598,1395,17
4541,20/08/2020,Ladakh,2048,633,1397,18
4542,21/08/2020,Ladakh,2077,623,1436,18
4543,22/08/2020,Ladakh,2133,665,1449,19
4544,23/08/2020,Ladakh,2210,720,1469,21
4545,24/08/2020,Ladakh,2279,765,1491,23
4546,25/08/2020,Ladakh,2330,790,1517,23
4547,26/08/2020,Ladakh,2420,847,1549,24
4548,27/08/2020,Ladakh,2451,846,1580,25
4549,28/08/2020,Ladakh,2492,825,1640,27
4550,29/08/2020,Ladakh,2540,798,1714,28
4551,30/08/2020,Ladakh,2603,826,1745,32
4552,31/08/2020,Ladakh,2638,847,1757,34
4553,1/9/2020,Ladakh,2681,773,1874,34
4554,2/9/2020,Ladakh,2733,720,1978,35
4555,3/9/2020,Ladakh,2785,743,2007,35
4556,4/9/2020,Ladakh,2840,766,2039,35
4557,5/9/2020,Ladakh,2935,815,2085,35
4558,6/9/2020,Ladakh,2996,834,2127,35
4559,7/9/2020,Ladakh,3036,850,2151,35
4560,8/9/2020,Ladakh,3064,818,2211,35
4561,9/9/2020,Ladakh,3102,856,2211,35
4562,10/9/2020,Ladakh,3142,778,2329,35
4563,11/9/2020,Ladakh,3177,775,2366,36
4564,12/9/2020,Ladakh,3228,803,2387,38
4565,13/09/2020,Ladakh,3294,841,2414,39
4566,14/09/2020,Ladakh,3345,869,2436,40
4567,15/09/2020,Ladakh,3419,903,2475,41
4568,16/09/2020,Ladakh,3499,938,2517,44
4569,17/09/2020,Ladakh,3535,953,2536,46
4570,18/09/2020,Ladakh,3576,972,2558,46
4571,19/09/2020,Ladakh,3635,987,2600,48
4572,20/09/2020,Ladakh,3708,993,2666,49
4573,21/09/2020,Ladakh,3753,1013,2691,49
4574,22/09/2020,Ladakh,3832,1047,2735,50
4575,23/09/2020,Ladakh,3887,1028,2809,50
4576,24/09/2020,Ladakh,3933,1038,2844,51
4577,25/09/2020,Ladakh,3969,1022,2893,54
4578,26/09/2020,Ladakh,4025,998,2971,56
4579,27/09/2020,Ladakh,4093,1018,3018,57
4580,28/09/2020,Ladakh,4103,1013,3032,58
4581,29/09/2020,Ladakh,4152,1030,3064,58
4582,30/09/2020,Ladakh,4195,1030,3107,58
4583,1/10/2020,Ladakh,4269,1064,3147,58
4584,2/10/2020,Ladakh,4360,1067,3232,61
4585,3/10/2020,Ladakh,4429,1094,3274,61
4586,4/10/2020,Ladakh,4477,1101,3315,61
4587,5/10/2020,Ladakh,4521,1106,3354,61
4588,6/10/2020,Ladakh,4641,1166,3414,61
4589,7/10/2020,Ladakh,4720,1195,3464,61
4590,8/10/2020,Ladakh,4802,1228,3511,63
4591,9/10/2020,Ladakh,4902,1299,3540,63
4592,10/10/2020,Ladakh,4987,1038,3886,63
4593,11/10/2020,Ladakh,5059,1022,3973,64
4594,12/10/2020,Ladakh,5081,980,4037,64
4595,13/10/2020,Ladakh,5151,961,4126,64
4596,14/10/2020,Ladakh,5238,969,4205,64
4597,15/10/2020,Ladakh,5304,979,4261,64
4598,16/10/2020,Ladakh,5393,1018,4310,65
4599,17/10/2020,Ladakh,5441,915,4461,65
4600,18/10/2020,Ladakh,5534,933,4535,66
4601,19/10/2020,Ladakh,5598,917,4615,66
4602,20/10/2020,Ladakh,5647,880,4701,66
4603,21/10/2020,Ladakh,5695,841,4787,67
4604,22/10/2020,Ladakh,5781,848,4865,68
4605,23/10/2020,Ladakh,5812,842,4902,68
4606,24/10/2020,Ladakh,5840,788,4984,68
4607,25/10/2020,Ladakh,5913,790,5052,71
4608,26/10/2020,Ladakh,5933,736,5126,71
4609,27/10/2020,Ladakh,5978,691,5216,71
4610,28/10/2020,Ladakh,6024,689,5262,73
4611,29/10/2020,Ladakh,6085,642,5369,74
4612,30/10/2020,Ladakh,6139,627,5438,74
4613,31/10/2020,Ladakh,6194,627,5493,74
4614,1/11/2020,Ladakh,6270,656,5539,75
4615,2/11/2020,Ladakh,6287,583,5629,75
4616,3/11/2020,Ladakh,6357,610,5671,76
4617,4/11/2020,Ladakh,6441,664,5701,76
4618,5/11/2020,Ladakh,6553,702,5772,79
4619,6/11/2020,Ladakh,6633,752,5802,79
4620,7/11/2020,Ladakh,6718,784,5854,80
4621,8/11/2020,Ladakh,6790,816,5894,80
4622,9/11/2020,Ladakh,6809,765,5960,84
4623,10/11/2020,Ladakh,6934,846,6003,85
4624,11/11/2020,Ladakh,7063,920,6058,85
4625,12/11/2020,Ladakh,7134,930,6118,86
4626,13/11/2020,Ladakh,7211,971,6151,89
4627,14/11/2020,Ladakh,7291,989,6213,89
4628,15/11/2020,Ladakh,7356,978,6289,89
4629,16/11/2020,Ladakh,7396,922,6385,89
4630,17/11/2020,Ladakh,7493,944,6456,93
4631,18/11/2020,Ladakh,7563,930,6539,94
4632,19/11/2020,Ladakh,7623,924,6605,94
4633,20/11/2020,Ladakh,7714,1000,6619,95
4634,30/07/2020,Lakshadweep,0,0,0,0
4635,31/07/2020,Lakshadweep,0,0,0,0
4636,1/8/2020,Lakshadweep,0,0,0,0
4637,2/8/2020,Lakshadweep,0,0,0,0
4638,3/8/2020,Lakshadweep,0,0,0,0
4639,4/8/2020,Lakshadweep,0,0,0,0
4640,5/8/2020,Lakshadweep,0,0,0,0
4641,6/8/2020,Lakshadweep,0,0,0,0
4642,7/8/2020,Lakshadweep,0,0,0,0
4643,8/8/2020,Lakshadweep,0,0,0,0
4644,9/8/2020,Lakshadweep,0,0,0,0
4645,10/8/2020,Lakshadweep,0,0,0,0
4646,11/8/2020,Lakshadweep,0,0,0,0
4647,12/8/2020,Lakshadweep,0,0,0,0
4648,13/08/2020,Lakshadweep,0,0,0,0
4649,14/08/2020,Lakshadweep,0,0,0,0
4650,15/08/2020,Lakshadweep,0,0,0,0
4651,16/08/2020,Lakshadweep,0,0,0,0
4652,17/08/2020,Lakshadweep,0,0,0,0
4653,18/08/2020,Lakshadweep,0,0,0,0
4654,19/08/2020,Lakshadweep,0,0,0,0
4655,20/08/2020,Lakshadweep,0,0,0,0
4656,21/08/2020,Lakshadweep,0,0,0,0
4657,22/08/2020,Lakshadweep,0,0,0,0
4658,23/08/2020,Lakshadweep,0,0,0,0
4659,24/08/2020,Lakshadweep,0,0,0,0
4660,25/08/2020,Lakshadweep,0,0,0,0
4661,26/08/2020,Lakshadweep,0,0,0,0
4662,27/08/2020,Lakshadweep,0,0,0,0
4663,28/08/2020,Lakshadweep,0,0,0,0
4664,29/08/2020,Lakshadweep,0,0,0,0
4665,30/08/2020,Lakshadweep,0,0,0,0
4666,31/08/2020,Lakshadweep,0,0,0,0
4667,1/9/2020,Lakshadweep,0,0,0,0
4668,2/9/2020,Lakshadweep,0,0,0,0
4669,3/9/2020,Lakshadweep,0,0,0,0
4670,4/9/2020,Lakshadweep,0,0,0,0
4671,5/9/2020,Lakshadweep,0,0,0,0
4672,6/9/2020,Lakshadweep,0,0,0,0
4673,7/9/2020,Lakshadweep,0,0,0,0
4674,8/9/2020,Lakshadweep,0,0,0,0
4675,9/9/2020,Lakshadweep,0,0,0,0
4676,10/9/2020,Lakshadweep,0,0,0,0
4677,11/9/2020,Lakshadweep,0,0,0,0
4678,12/9/2020,Lakshadweep,0,0,0,0
4679,13/09/2020,Lakshadweep,0,0,0,0
